78039 silly lifecycle lower-case@1.1.3~preinstall: no script for preinstall, continuing
85632 info lifecycle async@0.2.10~postinstall: async@0.2.10
85633 silly lifecycle async@0.2.10~postinstall: no script for postinstall, continuing
85634 silly postinstall lodash@2.4.2 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-e609d08a
85635 info lifecycle lodash@2.4.2~postinstall: lodash@2.4.2
85636 silly lifecycle lodash@2.4.2~postinstall: no script for postinstall, continuing
85637 silly postinstall ansi-regex@2.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-regex-ddd8b048
85638 info lifecycle ansi-regex@2.1.1~postinstall: ansi-regex@2.1.1
85639 silly lifecycle ansi-regex@2.1.1~postinstall: no script for postinstall, continuing
85640 silly postinstall ansi-styles@2.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-styles-489a4568
85641 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
85642 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
85643 silly postinstall has-ansi@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\has-ansi-29afbb54
85644 info lifecycle has-ansi@2.0.0~postinstall: has-ansi@2.0.0
85645 silly lifecycle has-ansi@2.0.0~postinstall: no script for postinstall, continuing
85646 silly postinstall strip-ansi@3.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\strip-ansi-c0f75e95
85647 info lifecycle strip-ansi@3.0.1~postinstall: strip-ansi@3.0.1
85648 silly lifecycle strip-ansi@3.0.1~postinstall: no script for postinstall, continuing
85649 silly postinstall supports-color@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\supports-color-61f59f39
85650 info lifecycle supports-color@2.0.0~postinstall: supports-color@2.0.0
85651 silly lifecycle supports-color@2.0.0~postinstall: no script for postinstall, continuing
85652 silly postinstall chalk@1.1.3 D:\MyWorkSpace\mm-web\node_modules\.staging\chalk-5eb3c94f
85653 info lifecycle chalk@1.1.3~postinstall: chalk@1.1.3
85654 silly lifecycle chalk@1.1.3~postinstall: no script for postinstall, continuing
85655 silly postinstall grunt-known-options@1.1.0 D:\MyWorkSpace\mm-web\node_modules\.staging\grunt-known-options-842a0d42
85656 info lifecycle grunt-known-options@1.1.0~postinstall: grunt-known-options@1.1.0
85657 silly lifecycle grunt-known-options@1.1.0~postinstall: no script for postinstall, continuing
85658 silly postinstall lodash@2.4.2 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-a1d35fca
85659 info lifecycle lodash@2.4.2~postinstall: lodash@2.4.2
85660 silly lifecycle lodash@2.4.2~postinstall: no script for postinstall, continuing
85661 silly postinstall underscore.string@2.3.3 D:\MyWorkSpace\mm-web\node_modules\.staging\underscore.string-5304dffb
85662 info lifecycle underscore.string@2.3.3~postinstall: underscore.string@2.3.3
85663 silly lifecycle underscore.string@2.3.3~postinstall: no script for postinstall, continuing
85664 silly postinstall grunt-legacy-log-utils@0.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\grunt-legacy-log-utils-e27d6a6d
85665 info lifecycle grunt-legacy-log-utils@0.1.1~postinstall: grunt-legacy-log-utils@0.1.1
85666 silly lifecycle grunt-legacy-log-utils@0.1.1~postinstall: no script for postinstall, continuing
85667 silly postinstall lodash@2.4.2 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-edc2f14c
85668 info lifecycle lodash@2.4.2~postinstall: lodash@2.4.2
85669 silly lifecycle lodash@2.4.2~postinstall: no script for postinstall, continuing
85670 silly postinstall underscore.string@2.3.3 D:\MyWorkSpace\mm-web\node_modules\.staging\underscore.string-c3b0854e
85671 info lifecycle underscore.string@2.3.3~postinstall: underscore.string@2.3.3
85672 silly lifecycle underscore.string@2.3.3~postinstall: no script for postinstall, continuing
85673 silly postinstall async@1.5.2 D:\MyWorkSpace\mm-web\node_modules\.staging\async-c4ce0a91
85674 info lifecycle async@1.5.2~postinstall: async@1.5.2
85675 silly lifecycle async@1.5.2~postinstall: no script for postinstall, continuing
85676 silly postinstall minimatch@3.0.3 D:\MyWorkSpace\mm-web\node_modules\.staging\minimatch-7f9a5e25
85677 info lifecycle minimatch@3.0.3~postinstall: minimatch@3.0.3
85678 silly lifecycle minimatch@3.0.3~postinstall: no script for postinstall, continuing
85679 silly postinstall lodash@2.4.2 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-f65b6e43
85680 info lifecycle lodash@2.4.2~postinstall: lodash@2.4.2
85681 silly lifecycle lodash@2.4.2~postinstall: no script for postinstall, continuing
85682 silly postinstall ansi-regex@2.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-regex-b73f4c0f
85683 info lifecycle ansi-regex@2.1.1~postinstall: ansi-regex@2.1.1
85684 silly lifecycle ansi-regex@2.1.1~postinstall: no script for postinstall, continuing
85685 silly postinstall ansi-styles@2.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-styles-2d9d0a0a
85686 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
85687 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
85688 silly postinstall has-ansi@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\has-ansi-abcb5be0
85689 info lifecycle has-ansi@2.0.0~postinstall: has-ansi@2.0.0
85690 silly lifecycle has-ansi@2.0.0~postinstall: no script for postinstall, continuing
85691 silly postinstall strip-ansi@3.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\strip-ansi-e179f9fb
85692 info lifecycle strip-ansi@3.0.1~postinstall: strip-ansi@3.0.1
85693 silly lifecycle strip-ansi@3.0.1~postinstall: no script for postinstall, continuing
85694 silly postinstall supports-color@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\supports-color-e5b7e34b
85695 info lifecycle supports-color@2.0.0~postinstall: supports-color@2.0.0
85696 silly lifecycle supports-color@2.0.0~postinstall: no script for postinstall, continuing
85697 silly postinstall chalk@1.1.3 D:\MyWorkSpace\mm-web\node_modules\.staging\chalk-383888cf
85698 info lifecycle chalk@1.1.3~postinstall: chalk@1.1.3
85699 silly lifecycle chalk@1.1.3~postinstall: no script for postinstall, continuing
85700 silly postinstall ansi-regex@2.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-regex-17dda294
85701 info lifecycle ansi-regex@2.1.1~postinstall: ansi-regex@2.1.1
85702 silly lifecycle ansi-regex@2.1.1~postinstall: no script for postinstall, continuing
85703 silly postinstall ansi-styles@2.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-styles-5f377ea0
85704 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
85705 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
85706 silly postinstall has-ansi@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\has-ansi-6582d1bf
85707 info lifecycle has-ansi@2.0.0~postinstall: has-ansi@2.0.0
85708 silly lifecycle has-ansi@2.0.0~postinstall: no script for postinstall, continuing
85709 silly postinstall lodash@3.10.1 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-fa0e50e7
85710 info lifecycle lodash@3.10.1~postinstall: lodash@3.10.1
85711 silly lifecycle lodash@3.10.1~postinstall: no script for postinstall, continuing
85712 silly postinstall path-exists@1.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\path-exists-3a8b428c
85713 info lifecycle path-exists@1.0.0~postinstall: path-exists@1.0.0
85714 silly lifecycle path-exists@1.0.0~postinstall: no script for postinstall, continuing
85715 silly postinstall strip-ansi@3.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\strip-ansi-3af2fc04
85716 info lifecycle strip-ansi@3.0.1~postinstall: strip-ansi@3.0.1
85717 silly lifecycle strip-ansi@3.0.1~postinstall: no script for postinstall, continuing
85718 silly postinstall supports-color@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\supports-color-a538d5e7
85719 info lifecycle supports-color@2.0.0~postinstall: supports-color@2.0.0
85720 silly lifecycle supports-color@2.0.0~postinstall: no script for postinstall, continuing
85721 silly postinstall chalk@1.1.3 D:\MyWorkSpace\mm-web\node_modules\.staging\chalk-d656156a
85722 info lifecycle chalk@1.1.3~postinstall: chalk@1.1.3
85723 silly lifecycle chalk@1.1.3~postinstall: no script for postinstall, continuing
85724 silly postinstall async@0.2.10 D:\MyWorkSpace\mm-web\node_modules\.staging\async-a552ba68
85725 info lifecycle async@0.2.10~postinstall: async@0.2.10
85726 silly lifecycle async@0.2.10~postinstall: no script for postinstall, continuing
85727 silly postinstall source-map@0.1.43 D:\MyWorkSpace\mm-web\node_modules\.staging\source-map-e1d9aa48
85728 info lifecycle source-map@0.1.43~postinstall: source-map@0.1.43
85729 silly lifecycle source-map@0.1.43~postinstall: no script for postinstall, continuing
85730 silly postinstall ansi-regex@2.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-regex-b2964c5a
85731 info lifecycle ansi-regex@2.1.1~postinstall: ansi-regex@2.1.1
85732 silly lifecycle ansi-regex@2.1.1~postinstall: no script for postinstall, continuing
85733 silly postinstall ansi-styles@2.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-styles-e379faa4
85734 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
85735 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
85736 silly postinstall commander@2.9.0 D:\MyWorkSpace\mm-web\node_modules\.staging\commander-835ff170
85737 info lifecycle commander@2.9.0~postinstall: commander@2.9.0
85738 silly lifecycle commander@2.9.0~postinstall: no script for postinstall, continuing
85739 silly postinstall has-ansi@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\has-ansi-9c3838ba
85740 info lifecycle has-ansi@2.0.0~postinstall: has-ansi@2.0.0
85741 silly lifecycle has-ansi@2.0.0~postinstall: no script for postinstall, continuing
85742 silly postinstall strip-ansi@3.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\strip-ansi-02291185
85743 info lifecycle strip-ansi@3.0.1~postinstall: strip-ansi@3.0.1
85744 silly lifecycle strip-ansi@3.0.1~postinstall: no script for postinstall, continuing
85745 silly postinstall supports-color@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\supports-color-d510ec6e
85746 info lifecycle supports-color@2.0.0~postinstall: supports-color@2.0.0
85747 silly lifecycle supports-color@2.0.0~postinstall: no script for postinstall, continuing
85748 silly postinstall chalk@1.1.3 D:\MyWorkSpace\mm-web\node_modules\.staging\chalk-dabbc683
85749 info lifecycle chalk@1.1.3~postinstall: chalk@1.1.3
85750 silly lifecycle chalk@1.1.3~postinstall: no script for postinstall, continuing
85751 silly postinstall has-ansi@0.1.0 D:\MyWorkSpace\mm-web\node_modules\.staging\has-ansi-6d35625f
85752 info lifecycle has-ansi@0.1.0~postinstall: has-ansi@0.1.0
85753 silly lifecycle has-ansi@0.1.0~postinstall: no script for postinstall, continuing
85754 silly postinstall has-color@0.1.7 D:\MyWorkSpace\mm-web\node_modules\.staging\has-color-45736435
85755 info lifecycle has-color@0.1.7~postinstall: has-color@0.1.7
85756 silly lifecycle has-color@0.1.7~postinstall: no script for postinstall, continuing
85757 silly postinstall chalk@0.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\chalk-af2d398a
85758 info lifecycle chalk@0.2.1~postinstall: chalk@0.2.1
85759 silly lifecycle chalk@0.2.1~postinstall: no script for postinstall, continuing
85760 silly postinstall hoek@2.16.3 D:\MyWorkSpace\mm-web\node_modules\.staging\hoek-81a14264
85761 info lifecycle hoek@2.16.3~postinstall: hoek@2.16.3
85762 silly lifecycle hoek@2.16.3~postinstall: no script for postinstall, continuing
85763 silly postinstall boom@2.10.1 D:\MyWorkSpace\mm-web\node_modules\.staging\boom-e1a9289d
85764 info lifecycle boom@2.10.1~postinstall: boom@2.10.1
85765 silly lifecycle boom@2.10.1~postinstall: no script for postinstall, continuing
85766 silly postinstall cryptiles@2.0.5 D:\MyWorkSpace\mm-web\node_modules\.staging\cryptiles-949c818f
85767 info lifecycle cryptiles@2.0.5~postinstall: cryptiles@2.0.5
85768 silly lifecycle cryptiles@2.0.5~postinstall: no script for postinstall, continuing
85769 silly postinstall hooker@0.2.3 D:\MyWorkSpace\mm-web\node_modules\.staging\hooker-faf8f713
85770 info lifecycle hooker@0.2.3~postinstall: hooker@0.2.3
85771 silly lifecycle hooker@0.2.3~postinstall: no script for postinstall, continuing
85772 silly postinstall grunt-legacy-log@0.1.3 D:\MyWorkSpace\mm-web\node_modules\.staging\grunt-legacy-log-71b34048
85773 info lifecycle grunt-legacy-log@0.1.3~postinstall: grunt-legacy-log@0.1.3
85774 silly lifecycle grunt-legacy-log@0.1.3~postinstall: no script for postinstall, continuing
85775 silly postinstall hosted-git-info@2.2.0 D:\MyWorkSpace\mm-web\node_modules\.staging\hosted-git-info-6f5c1751
85776 info lifecycle hosted-git-info@2.2.0~postinstall: hosted-git-info@2.2.0
85777 silly lifecycle hosted-git-info@2.2.0~postinstall: no script for postinstall, continuing
85778 silly postinstall commander@2.6.0 D:\MyWorkSpace\mm-web\node_modules\.staging\commander-2049baab
85779 info lifecycle commander@2.6.0~postinstall: commander@2.6.0
85780 silly lifecycle commander@2.6.0~postinstall: no script for postinstall, continuing
85781 silly postinstall source-map@0.1.43 D:\MyWorkSpace\mm-web\node_modules\.staging\source-map-dac09cb6
85782 info lifecycle source-map@0.1.43~postinstall: source-map@0.1.43
85783 silly lifecycle source-map@0.1.43~postinstall: no script for postinstall, continuing
85784 silly postinstall clean-css@3.1.9 D:\MyWorkSpace\mm-web\node_modules\.staging\clean-css-0a13279a
85785 info lifecycle clean-css@3.1.9~postinstall: clean-css@3.1.9
85786 silly lifecycle clean-css@3.1.9~postinstall: no script for postinstall, continuing
85787 silly postinstall iconv-lite@0.2.11 D:\MyWorkSpace\mm-web\node_modules\.staging\iconv-lite-a64d1192
85788 info lifecycle iconv-lite@0.2.11~postinstall: iconv-lite@0.2.11
85789 silly lifecycle iconv-lite@0.2.11~postinstall: no script for postinstall, continuing
85790 silly postinstall inherits@2.0.3 D:\MyWorkSpace\mm-web\node_modules\.staging\inherits-d733643f
85791 info lifecycle inherits@2.0.3~postinstall: inherits@2.0.3
85792 silly lifecycle inherits@2.0.3~postinstall: no script for postinstall, continuing
85793 silly postinstall block-stream@0.0.9 D:\MyWorkSpace\mm-web\node_modules\.staging\block-stream-70c49c42
85794 info lifecycle block-stream@0.0.9~postinstall: block-stream@0.0.9
85795 silly lifecycle block-stream@0.0.9~postinstall: no script for postinstall, continuing
85796 silly postinstall ini@1.3.4 D:\MyWorkSpace\mm-web\node_modules\.staging\ini-661ec927
85797 info lifecycle ini@1.3.4~postinstall: ini@1.3.4
85798 silly lifecycle ini@1.3.4~postinstall: no script for postinstall, continuing
85799 silly postinstall lodash@2.4.2 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-29a13ab1
85800 info lifecycle lodash@2.4.2~postinstall: lodash@2.4.2
85801 silly lifecycle lodash@2.4.2~postinstall: no script for postinstall, continuing
85802 silly postinstall async@0.9.2 D:\MyWorkSpace\mm-web\node_modules\.staging\async-64d9be07
85803 info lifecycle async@0.9.2~postinstall: async@0.9.2
85804 silly lifecycle async@0.9.2~postinstall: no script for postinstall, continuing
85805 silly postinstall lodash@2.4.2 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-c31b19f4
85806 info lifecycle lodash@2.4.2~postinstall: lodash@2.4.2
85807 silly lifecycle lodash@2.4.2~postinstall: no script for postinstall, continuing
85808 silly postinstall object-assign@1.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\object-assign-32619c48
85809 info lifecycle object-assign@1.0.0~postinstall: object-assign@1.0.0
85810 silly lifecycle object-assign@1.0.0~postinstall: no script for postinstall, continuing
85811 silly postinstall intersect@0.0.3 D:\MyWorkSpace\mm-web\node_modules\.staging\intersect-7434425b
85812 info lifecycle intersect@0.0.3~postinstall: intersect@0.0.3
85813 silly lifecycle intersect@0.0.3~postinstall: no script for postinstall, continuing
85814 silly postinstall bower-json@0.4.0 D:\MyWorkSpace\mm-web\node_modules\.staging\bower-json-881d73bd
85815 info lifecycle bower-json@0.4.0~postinstall: bower-json@0.4.0
85816 silly lifecycle bower-json@0.4.0~postinstall: no script for postinstall, continuing
85817 silly postinstall is-arrayish@0.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\is-arrayish-7072b120
85818 info lifecycle is-arrayish@0.2.1~postinstall: is-arrayish@0.2.1
85819 silly lifecycle is-arrayish@0.2.1~postinstall: no script for postinstall, continuing
85820 silly postinstall error-ex@1.3.0 D:\MyWorkSpace\mm-web\node_modules\.staging\error-ex-3e490d8f
85821 info lifecycle error-ex@1.3.0~postinstall: error-ex@1.3.0
85822 silly lifecycle error-ex@1.3.0~postinstall: no script for postinstall, continuing
85823 silly postinstall is-builtin-module@1.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\is-builtin-module-ea804793
85824 info lifecycle is-builtin-module@1.0.0~postinstall: is-builtin-module@1.0.0
85825 silly lifecycle is-builtin-module@1.0.0~postinstall: no script for postinstall, continuing
85826 silly postinstall is-property@1.0.2 D:\MyWorkSpace\mm-web\node_modules\.staging\is-property-4bc59b3f
85827 info lifecycle is-property@1.0.2~postinstall: is-property@1.0.2
85828 silly lifecycle is-property@1.0.2~postinstall: no script for postinstall, continuing
85829 silly postinstall generate-object-property@1.2.0 D:\MyWorkSpace\mm-web\node_modules\.staging\generate-object-property-2432dafd
85830 info lifecycle generate-object-property@1.2.0~postinstall: generate-object-property@1.2.0
85831 silly lifecycle generate-object-property@1.2.0~postinstall: no script for postinstall, continuing
85832 silly postinstall is-root@1.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\is-root-71e5d2a1
85833 info lifecycle is-root@1.0.0~postinstall: is-root@1.0.0
85834 silly lifecycle is-root@1.0.0~postinstall: no script for postinstall, continuing
85835 silly postinstall is-typedarray@1.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\is-typedarray-ea639a31
85836 info lifecycle is-typedarray@1.0.0~postinstall: is-typedarray@1.0.0
85837 silly lifecycle is-typedarray@1.0.0~postinstall: no script for postinstall, continuing
85838 silly postinstall is-utf8@0.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\is-utf8-ecf17ede
85839 info lifecycle is-utf8@0.2.1~postinstall: is-utf8@0.2.1
85840 silly lifecycle is-utf8@0.2.1~postinstall: no script for postinstall, continuing
85841 silly postinstall isarray@0.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\isarray-cb62147c
85842 info lifecycle isarray@0.0.1~postinstall: isarray@0.0.1
85843 silly lifecycle isarray@0.0.1~postinstall: no script for postinstall, continuing
85844 silly postinstall isstream@0.1.2 D:\MyWorkSpace\mm-web\node_modules\.staging\isstream-1109b6e3
85845 info lifecycle isstream@0.1.2~postinstall: isstream@0.1.2
85846 silly lifecycle isstream@0.1.2~postinstall: no script for postinstall, continuing
85847 silly postinstall js-base64@2.1.9 D:\MyWorkSpace\mm-web\node_modules\.staging\js-base64-ffae8246
85848 info lifecycle js-base64@2.1.9~postinstall: js-base64@2.1.9
85849 silly lifecycle js-base64@2.1.9~postinstall: no script for postinstall, continuing
85850 silly postinstall jsbn@0.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\jsbn-ea18f25e
85851 info lifecycle jsbn@0.1.1~postinstall: jsbn@0.1.1
85852 silly lifecycle jsbn@0.1.1~postinstall: no script for postinstall, continuing
85853 silly postinstall ecc-jsbn@0.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ecc-jsbn-ed926786
85854 info lifecycle ecc-jsbn@0.1.1~postinstall: ecc-jsbn@0.1.1
85855 silly lifecycle ecc-jsbn@0.1.1~postinstall: no script for postinstall, continuing
85856 silly postinstall jodid25519@1.0.2 D:\MyWorkSpace\mm-web\node_modules\.staging\jodid25519-4b739f7b
85857 info lifecycle jodid25519@1.0.2~postinstall: jodid25519@1.0.2
85858 silly lifecycle jodid25519@1.0.2~postinstall: no script for postinstall, continuing
85859 silly postinstall ansi-regex@2.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-regex-b39783eb
85860 info lifecycle ansi-regex@2.1.1~postinstall: ansi-regex@2.1.1
85861 silly lifecycle ansi-regex@2.1.1~postinstall: no script for postinstall, continuing
85862 silly postinstall ansi-styles@2.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-styles-d78b90e3
85863 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
85864 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
85865 silly postinstall has-ansi@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\has-ansi-39614482
85866 info lifecycle has-ansi@2.0.0~postinstall: has-ansi@2.0.0
85867 silly lifecycle has-ansi@2.0.0~postinstall: no script for postinstall, continuing
85868 silly postinstall strip-ansi@3.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\strip-ansi-02fe1db0
85869 info lifecycle strip-ansi@3.0.1~postinstall: strip-ansi@3.0.1
85870 silly lifecycle strip-ansi@3.0.1~postinstall: no script for postinstall, continuing
85871 silly postinstall string-length@1.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\string-length-a8366d07
85872 info lifecycle string-length@1.0.1~postinstall: string-length@1.0.1
85873 silly lifecycle string-length@1.0.1~postinstall: no script for postinstall, continuing
85874 silly postinstall supports-color@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\supports-color-f5b43c7b
85875 info lifecycle supports-color@2.0.0~postinstall: supports-color@2.0.0
85876 silly lifecycle supports-color@2.0.0~postinstall: no script for postinstall, continuing
85877 silly postinstall chalk@1.1.3 D:\MyWorkSpace\mm-web\node_modules\.staging\chalk-472f62ca
85878 info lifecycle chalk@1.1.3~postinstall: chalk@1.1.3
85879 silly lifecycle chalk@1.1.3~postinstall: no script for postinstall, continuing
85880 silly postinstall lodash@3.7.0 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-a8ea0324
85881 info lifecycle lodash@3.7.0~postinstall: lodash@3.7.0
85882 silly lifecycle lodash@3.7.0~postinstall: no script for postinstall, continuing
85883 silly postinstall minimatch@2.0.10 D:\MyWorkSpace\mm-web\node_modules\.staging\minimatch-72557881
85884 info lifecycle minimatch@2.0.10~postinstall: minimatch@2.0.10
85885 silly lifecycle minimatch@2.0.10~postinstall: no script for postinstall, continuing
85886 silly postinstall json-schema@0.2.3 D:\MyWorkSpace\mm-web\node_modules\.staging\json-schema-8f1ca329
85887 info lifecycle json-schema@0.2.3~postinstall: json-schema@0.2.3
85888 silly lifecycle json-schema@0.2.3~postinstall: no script for postinstall, continuing
85889 silly postinstall json-stringify-safe@5.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\json-stringify-safe-3362db79
85890 info lifecycle json-stringify-safe@5.0.1~postinstall: json-stringify-safe@5.0.1
85891 silly lifecycle json-stringify-safe@5.0.1~postinstall: no script for postinstall, continuing
85892 silly postinstall jsonify@0.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\jsonify-82a1c13f
85893 info lifecycle jsonify@0.0.0~postinstall: jsonify@0.0.0
85894 silly lifecycle jsonify@0.0.0~postinstall: no script for postinstall, continuing
85895 silly postinstall jsonpointer@4.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\jsonpointer-ab7a0186
85896 info lifecycle jsonpointer@4.0.1~postinstall: jsonpointer@4.0.1
85897 silly lifecycle jsonpointer@4.0.1~postinstall: no script for postinstall, continuing
85898 silly postinstall junk@1.0.3 D:\MyWorkSpace\mm-web\node_modules\.staging\junk-00e7ef11
85899 info lifecycle junk@1.0.3~postinstall: junk@1.0.3
85900 silly lifecycle junk@1.0.3~postinstall: no script for postinstall, continuing
85901 silly postinstall graceful-fs@4.1.11 D:\MyWorkSpace\mm-web\node_modules\.staging\graceful-fs-8495ad3e
85902 info lifecycle graceful-fs@4.1.11~postinstall: graceful-fs@4.1.11
85903 silly lifecycle graceful-fs@4.1.11~postinstall: no script for postinstall, continuing
85904 silly postinstall lockfile@1.0.3 D:\MyWorkSpace\mm-web\node_modules\.staging\lockfile-1f8afbf4
85905 info lifecycle lockfile@1.0.3~postinstall: lockfile@1.0.3
85906 silly lifecycle lockfile@1.0.3~postinstall: no script for postinstall, continuing
85907 silly postinstall lodash@0.9.2 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash-0d77390c
85908 info lifecycle lodash@0.9.2~postinstall: lodash@0.9.2
85909 silly lifecycle lodash@0.9.2~postinstall: no script for postinstall, continuing
85910 silly postinstall lodash._isnative@2.4.1 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash._isnative-eb4ae4ff
85911 info lifecycle lodash._isnative@2.4.1~postinstall: lodash._isnative@2.4.1
85912 silly lifecycle lodash._isnative@2.4.1~postinstall: no script for postinstall, continuing
85913 silly postinstall lodash._objecttypes@2.4.1 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash._objecttypes-3ffb0453
85914 info lifecycle lodash._objecttypes@2.4.1~postinstall: lodash._objecttypes@2.4.1
85915 silly lifecycle lodash._objecttypes@2.4.1~postinstall: no script for postinstall, continuing
85916 silly postinstall lodash.isfunction@2.4.1 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash.isfunction-9a6b3b8d
85917 info lifecycle lodash.isfunction@2.4.1~postinstall: lodash.isfunction@2.4.1
85918 silly lifecycle lodash.isfunction@2.4.1~postinstall: no script for postinstall, continuing
85919 silly postinstall lodash.isobject@2.4.1 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash.isobject-6f9ce1b5
85920 info lifecycle lodash.isobject@2.4.1~postinstall: lodash.isobject@2.4.1
85921 silly lifecycle lodash.isobject@2.4.1~postinstall: no script for postinstall, continuing
85922 silly postinstall lodash.now@2.4.1 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash.now-9af4fa23
85923 info lifecycle lodash.now@2.4.1~postinstall: lodash.now@2.4.1
85924 silly lifecycle lodash.now@2.4.1~postinstall: no script for postinstall, continuing
85925 silly postinstall lodash.debounce@2.4.1 D:\MyWorkSpace\mm-web\node_modules\.staging\lodash.debounce-20936ea9
85926 info lifecycle lodash.debounce@2.4.1~postinstall: lodash.debounce@2.4.1
85927 silly lifecycle lodash.debounce@2.4.1~postinstall: no script for postinstall, continuing
85928 silly postinstall ansi-regex@2.1.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-regex-f9049f49
85929 info lifecycle ansi-regex@2.1.1~postinstall: ansi-regex@2.1.1
85930 silly lifecycle ansi-regex@2.1.1~postinstall: no script for postinstall, continuing
85931 silly postinstall ansi-styles@2.2.1 D:\MyWorkSpace\mm-web\node_modules\.staging\ansi-styles-4877701b
85932 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
85933 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
85934 silly postinstall has-ansi@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\has-ansi-24087ec4
85935 info lifecycle has-ansi@2.0.0~postinstall: has-ansi@2.0.0
85936 silly lifecycle has-ansi@2.0.0~postinstall: no script for postinstall, continuing
85937 silly postinstall strip-ansi@3.0.1 D:\MyWorkSpace\mm-web\node_modules\.staging\strip-ansi-a1686942
85938 info lifecycle strip-ansi@3.0.1~postinstall: strip-ansi@3.0.1
85939 silly lifecycle strip-ansi@3.0.1~postinstall: no script for postinstall, continuing
85940 silly postinstall supports-color@2.0.0 D:\MyWorkSpace\mm-web\node_modules\.staging\supports-color-e4c9ebc4
85941 info lifecycle supports-color@2.0.0~postinstall: supports-color@2.0.0
85942 silly lifecycle supports-color@2.0.0~postinstall: no script for postinstall, continuing
